block,count
69.138.21.0/24,1
116.34.5.0/24,1
213.113.104.0/24,1
18.141.202.0/24,1
87.55.192.0/24,1
61.245.197.0/24,1
193.165.50.0/24,1
85.243.230.0/24,1
102.113.139.0/24,1
46.38.238.0/24,1
36.91.171.0/24,1
61.52.72.0/24,1
75.132.32.0/24,1
15.197.152.0/24,1
112.255.92.0/24,1
188.174.16.0/24,1
220.91.242.0/24,1
52.63.199.0/24,1
2.104.192.0/24,1
91.97.11.0/24,2
36.229.195.0/24,1
50.108.212.0/24,1
178.84.160.0/24,1
95.239.166.0/24,1
87.64.197.0/24,1
83.251.4.0/24,1
88.97.48.0/24,1
173.56.33.0/24,1
188.14.164.0/24,1
76.103.139.0/24,1
174.55.122.0/24,1
122.128.164.0/24,1
173.75.229.0/24,1
174.57.179.0/24,1
103.184.187.0/24,1
85.153.90.0/24,1
66.74.53.0/24,1
81.105.191.0/24,1
24.152.66.0/24,1
165.22.4.0/24,1
68.7.163.0/24,1
190.72.82.0/24,1
184.68.67.0/24,1
181.128.141.0/24,1
221.153.167.0/24,1
154.70.42.0/24,1
186.54.56.0/24,1
117.15.83.0/24,1
99.14.163.0/24,1
222.104.173.0/24,1
27.9.255.0/24,1
27.76.122.0/24,1
221.157.121.0/24,1
73.66.158.0/24,1
71.203.188.0/24,1
66.168.148.0/24,1
50.51.250.0/24,1
35.185.40.0/24,1
110.244.168.0/24,1
189.167.229.0/24,1
5.196.66.0/24,1
187.159.247.0/24,1
23.33.240.0/24,1
98.212.62.0/24,1
98.211.80.0/24,1
75.174.178.0/24,1
115.49.179.0/24,1
173.49.144.0/24,1
195.155.55.0/24,1
73.22.73.0/24,1
23.55.235.0/24,1
67.175.187.0/24,1
14.54.119.0/24,1
111.45.176.0/24,1
67.168.157.0/24,1
72.212.32.0/24,1
154.12.42.0/24,1
125.191.113.0/24,1
85.150.153.0/24,1
14.171.212.0/24,1
109.132.147.0/24,1
62.101.233.0/24,1
121.197.29.0/24,1
68.42.153.0/24,1
119.74.204.0/24,1
174.66.205.0/24,1
50.54.43.0/24,1
99.86.96.0/24,1
149.76.90.0/24,1
91.218.126.0/24,1
207.98.153.0/24,1
78.155.180.0/24,1
24.205.247.0/24,1
134.215.238.0/24,1
154.88.98.0/24,1
219.71.22.0/24,1
76.125.176.0/24,1
118.61.174.0/24,1
207.228.0.0/24,1
123.134.0.0/24,1
68.99.25.0/24,1
154.16.234.0/24,1
92.13.66.0/24,1
92.7.165.0/24,1
64.60.251.0/24,1
39.118.232.0/24,1
58.239.43.0/24,1
27.233.148.0/24,1
73.76.69.0/24,1
58.218.126.0/24,1
78.23.144.0/24,1
24.178.148.0/24,1
72.232.144.0/24,1
201.14.234.0/24,1
112.170.71.0/24,1
73.4.114.0/24,1
68.52.137.0/24,1
104.173.27.0/24,1
83.34.105.0/24,1
195.46.3.0/24,1
65.49.206.0/24,1
174.107.161.0/24,1
27.233.59.0/24,1
79.16.236.0/24,1
106.248.167.0/24,1
42.231.213.0/24,1
75.74.6.0/24,1
209.5.138.0/24,1
174.110.225.0/24,1
4.16.240.0/24,1
39.68.129.0/24,1
195.137.222.0/24,1
89.77.40.0/24,1
121.136.73.0/24,1
31.18.188.0/24,1
94.64.233.0/24,1
212.162.132.0/24,1
175.125.233.0/24,1
104.22.21.0/24,1
86.15.130.0/24,1
94.145.192.0/24,1
72.193.245.0/24,1
54.192.138.0/24,1
71.238.9.0/24,1
92.247.240.0/24,1
72.83.215.0/24,1
92.100.250.0/24,1
222.163.222.0/24,1
70.81.63.0/24,1
70.191.13.0/24,1
1.242.231.0/24,1
151.226.71.0/24,1
95.245.23.0/24,1
18.66.179.0/24,1
117.135.42.0/24,1
43.92.191.0/24,1
162.219.20.0/24,1
24.236.183.0/24,2
46.250.15.0/24,1
60.209.233.0/24,1
76.140.76.0/24,1
79.55.46.0/24,1
188.251.59.0/24,1
175.182.65.0/24,1
77.64.245.0/24,1
189.140.156.0/24,1
119.115.66.0/24,1
110.160.98.0/24,1
78.48.10.0/24,1
93.216.238.0/24,1
82.15.75.0/24,1
115.61.60.0/24,1
77.249.243.0/24,1
179.25.121.0/24,1
91.86.222.0/24,1
79.237.151.0/24,1
63.33.56.0/24,1
27.116.73.0/24,1
97.105.150.0/24,1
212.88.40.0/24,1
45.62.189.0/24,1
95.58.43.0/24,1
82.60.139.0/24,1
68.228.129.0/24,1
50.208.222.0/24,1
51.195.222.0/24,1
31.173.6.0/24,1
119.164.151.0/24,1
98.28.71.0/24,1
49.62.211.0/24,1
14.72.218.0/24,1
46.48.28.0/24,1
65.109.34.0/24,1
176.25.249.0/24,1
5.148.180.0/24,1
154.91.12.0/24,1
206.248.168.0/24,1
77.2.41.0/24,1
195.175.196.0/24,1
180.246.224.0/24,1
98.161.195.0/24,1
80.201.63.0/24,1
217.108.60.0/24,1
130.88.249.0/24,1
75.139.151.0/24,1
54.39.151.0/24,1
83.44.194.0/24,1
179.230.24.0/24,1
197.132.223.0/24,1
205.240.66.0/24,1
78.47.221.0/24,1
223.99.230.0/24,1
203.147.109.0/24,1
111.193.217.0/24,1
162.211.185.0/24,1
50.73.23.0/24,1
61.57.99.0/24,1
112.227.143.0/24,1
181.208.247.0/24,1
216.245.228.0/24,1
120.142.61.0/24,1
104.123.54.0/24,1
119.112.64.0/24,1
79.145.9.0/24,1
2.16.105.0/24,1
69.90.79.0/24,1
204.210.150.0/24,1
23.216.178.0/24,1
87.1.107.0/24,1
206.232.64.0/24,1
101.235.71.0/24,1
47.154.164.0/24,1
92.218.33.0/24,1
125.65.3.0/24,1
47.101.23.0/24,1
123.209.18.0/24,1
65.33.192.0/24,1
67.0.12.0/24,1
73.50.121.0/24,1
73.210.39.0/24,1
100.11.150.0/24,1
201.106.11.0/24,1
121.155.197.0/24,1
71.225.58.0/24,1
73.251.15.0/24,1
111.26.105.0/24,1
78.122.233.0/24,1
167.60.29.0/24,1
27.218.68.0/24,1
46.10.78.0/24,1
174.20.141.0/24,1
120.69.117.0/24,1
79.122.200.0/24,1
82.77.209.0/24,1
23.43.24.0/24,1
27.35.76.0/24,1
101.132.148.0/24,1
85.155.192.0/24,1
116.121.139.0/24,1
116.106.226.0/24,1
154.16.188.0/24,1
1.252.51.0/24,1
216.144.225.0/24,1
179.229.53.0/24,1
47.7.181.0/24,1
129.206.186.0/24,1
80.145.98.0/24,1
61.167.149.0/24,1
175.199.205.0/24,1
125.250.82.0/24,1
73.153.117.0/24,1
185.242.38.0/24,1
108.28.182.0/24,1
204.13.35.0/24,1
5.154.123.0/24,1
96.69.45.0/24,1
64.119.196.0/24,1
80.200.35.0/24,1
124.71.68.0/24,1
90.176.5.0/24,1
191.220.222.0/24,1
182.212.62.0/24,1
180.71.203.0/24,1
112.123.161.0/24,1
119.242.75.0/24,1
180.68.83.0/24,1
97.103.93.0/24,1
88.65.161.0/24,1
79.242.108.0/24,1
125.163.222.0/24,1
175.215.146.0/24,1
201.67.212.0/24,1
94.50.25.0/24,1
104.250.223.0/24,1
183.121.209.0/24,1
210.185.113.0/24,1
27.90.243.0/24,1
112.27.30.0/24,1
79.20.43.0/24,1
84.227.39.0/24,1
14.18.99.0/24,1
2.217.236.0/24,1
115.53.241.0/24,1
1.191.64.0/24,1
87.19.205.0/24,1
81.164.165.0/24,1
181.219.175.0/24,1
85.196.143.0/24,1
186.52.229.0/24,1
110.228.53.0/24,1
91.230.43.0/24,1
70.161.54.0/24,1
27.233.154.0/24,1
42.49.116.0/24,1
123.155.104.0/24,1
46.72.117.0/24,1
76.23.239.0/24,1
133.223.43.0/24,1
90.210.203.0/24,1
182.134.206.0/24,1
188.98.90.0/24,1
197.14.32.0/24,1
116.171.165.0/24,1
62.163.139.0/24,1
77.102.240.0/24,1
2.19.198.0/24,1
222.138.107.0/24,1
67.170.205.0/24,1
81.164.251.0/24,1
81.244.125.0/24,1
68.48.192.0/24,1
104.87.138.0/24,1
14.116.184.0/24,1
73.20.110.0/24,1
79.226.71.0/24,1
81.35.132.0/24,1
192.144.253.0/24,1
221.154.38.0/24,1
110.241.199.0/24,1
64.237.66.0/24,1
160.121.88.0/24,1
27.4.78.0/24,1
89.12.64.0/24,1
213.125.105.0/24,1
131.150.241.0/24,1
73.145.173.0/24,1
193.223.72.0/24,1
83.80.218.0/24,1
78.17.219.0/24,1
160.121.44.0/24,1
93.42.215.0/24,1
184.59.229.0/24,1
116.135.25.0/24,1
81.111.53.0/24,1
176.149.162.0/24,1
185.236.170.0/24,1
73.97.66.0/24,1
110.166.232.0/24,1
73.34.8.0/24,1
90.207.170.0/24,1
88.77.21.0/24,1
86.9.225.0/24,1
188.10.64.0/24,1
129.240.84.0/24,1
80.202.246.0/24,1
195.192.204.0/24,1
86.10.249.0/24,1
79.147.226.0/24,1
191.215.131.0/24,1
116.104.123.0/24,1
24.20.73.0/24,1
125.165.124.0/24,1
184.183.103.0/24,1
154.19.241.0/24,1
141.98.181.0/24,1
64.121.146.0/24,1
140.246.250.0/24,1
116.45.228.0/24,1
188.238.54.0/24,1
72.255.170.0/24,1
80.17.0.0/24,1
70.115.178.0/24,1
73.245.91.0/24,1
60.91.33.0/24,1
40.108.210.0/24,1
175.241.161.0/24,1
98.142.109.0/24,1
52.119.41.0/24,1
106.212.253.0/24,1
223.231.192.0/24,1
113.235.166.0/24,1
36.71.77.0/24,1
31.52.68.0/24,1
183.99.85.0/24,1
68.81.64.0/24,1
1.251.229.0/24,1
125.112.129.0/24,1
92.78.5.0/24,1
125.148.73.0/24,1
27.199.181.0/24,1
81.96.202.0/24,1
60.6.179.0/24,1
91.176.81.0/24,1
94.11.60.0/24,1
51.77.253.0/24,1
191.45.42.0/24,1
125.244.169.0/24,1
82.164.44.0/24,1
14.68.19.0/24,1
151.236.26.0/24,1
24.128.1.0/24,1
126.208.107.0/24,1
91.56.103.0/24,1
84.6.222.0/24,1
178.127.175.0/24,1
39.89.36.0/24,1
84.124.219.0/24,1
149.241.94.0/24,1
27.199.0.0/24,1
122.158.248.0/24,1
71.94.159.0/24,1
151.224.196.0/24,1
156.250.69.0/24,1
188.82.30.0/24,1
39.85.151.0/24,1
87.99.146.0/24,1
77.32.111.0/24,1
84.197.48.0/24,1
162.241.186.0/24,1
49.67.105.0/24,1
60.13.81.0/24,1
190.72.209.0/24,1
198.211.15.0/24,1
108.166.139.0/24,1
75.174.184.0/24,1
5.189.61.0/24,1
76.127.188.0/24,1
188.237.98.0/24,1
182.122.95.0/24,1
112.247.221.0/24,1
67.7.32.0/24,1
52.87.83.0/24,1
124.92.171.0/24,1
188.210.27.0/24,1
112.1.77.0/24,1
125.130.33.0/24,1
192.16.38.0/24,1
221.152.197.0/24,1
73.249.105.0/24,1
42.191.9.0/24,1
211.187.87.0/24,1
118.56.202.0/24,1
180.113.84.0/24,1
78.248.94.0/24,1
126.79.220.0/24,1
116.106.146.0/24,1
119.76.178.0/24,1
58.127.224.0/24,1
114.83.178.0/24,1
32.210.49.0/24,1
196.93.186.0/24,1
77.26.152.0/24,1
49.172.147.0/24,1
58.231.203.0/24,1
83.246.16.0/24,1
88.202.183.0/24,1
36.73.203.0/24,1
175.142.218.0/24,1
59.16.69.0/24,1
94.21.62.0/24,1
91.63.191.0/24,1
81.193.162.0/24,1
84.198.144.0/24,1
109.31.131.0/24,1
82.135.107.0/24,1
83.40.47.0/24,1
115.7.48.0/24,1
74.211.109.0/24,1
87.165.165.0/24,1
211.104.128.0/24,1
218.234.15.0/24,1
14.88.86.0/24,1
189.124.159.0/24,1
73.37.124.0/24,1
93.100.57.0/24,1
5.13.120.0/24,1
207.32.218.0/24,1
154.246.79.0/24,1
121.5.186.0/24,1
109.17.73.0/24,1
119.7.204.0/24,1
79.206.78.0/24,1
117.42.193.0/24,1
62.77.128.0/24,1
213.250.201.0/24,1
71.43.80.0/24,1
184.152.87.0/24,1
60.5.142.0/24,1
118.232.44.0/24,1
47.188.234.0/24,1
118.73.34.0/24,1
88.203.40.0/24,1
179.129.201.0/24,1
92.105.254.0/24,1
139.162.156.0/24,1
68.205.173.0/24,1
24.167.104.0/24,1
186.66.129.0/24,1
173.67.182.0/24,1
182.228.234.0/24,1
73.4.118.0/24,1
187.254.107.0/24,1
222.236.173.0/24,1
24.107.83.0/24,1
60.145.185.0/24,1
64.227.35.0/24,1
114.86.79.0/24,1
107.145.62.0/24,1
98.202.246.0/24,1
60.44.93.0/24,1
76.20.71.0/24,1
81.173.247.0/24,1
112.148.48.0/24,1
118.221.28.0/24,1
90.218.187.0/24,1
2.20.174.0/24,1
220.118.198.0/24,1
121.150.138.0/24,1
192.151.28.0/24,1
62.216.214.0/24,1
219.250.59.0/24,1
38.25.221.0/24,1
135.125.194.0/24,1
79.137.195.0/24,1
104.243.57.0/24,1
206.2.186.0/24,1
46.5.26.0/24,1
2.152.65.0/24,1
78.72.65.0/24,1
190.72.220.0/24,1
183.108.189.0/24,1
2.204.223.0/24,1
76.177.97.0/24,1
187.250.83.0/24,1
115.45.172.0/24,1
178.80.80.0/24,1
121.237.92.0/24,1
122.34.230.0/24,1
86.71.117.0/24,1
133.186.218.0/24,1
212.242.98.0/24,1
123.241.141.0/24,1
88.10.97.0/24,1
90.196.198.0/24,1
14.53.20.0/24,1
77.180.181.0/24,1
104.163.192.0/24,1
83.80.159.0/24,1
107.4.254.0/24,1
118.122.255.0/24,1
100.8.106.0/24,1
75.191.185.0/24,1
174.48.169.0/24,1
189.240.48.0/24,1
174.49.220.0/24,1
96.90.93.0/24,1
198.47.243.0/24,1
175.148.33.0/24,1
158.69.157.0/24,1
71.191.62.0/24,1
46.232.210.0/24,1
177.0.25.0/24,1
24.34.212.0/24,1
162.243.37.0/24,1
73.200.224.0/24,1
118.96.153.0/24,1
104.123.78.0/24,1
68.14.86.0/24,1
108.16.250.0/24,1
73.117.239.0/24,1
191.221.12.0/24,1
158.101.77.0/24,1
76.175.222.0/24,1
72.220.2.0/24,1
218.234.28.0/24,1
118.33.93.0/24,1
73.219.54.0/24,1
185.53.57.0/24,1
121.199.207.0/24,1
49.72.34.0/24,1
154.213.52.0/24,1
67.166.67.0/24,1
172.74.62.0/24,1
175.230.14.0/24,1
201.171.168.0/24,1
103.17.181.0/24,1
193.70.47.0/24,1
201.143.120.0/24,1
59.13.93.0/24,1
222.97.0.0/24,1
77.173.6.0/24,1
180.83.38.0/24,1
172.220.200.0/24,1
104.19.211.0/24,1
151.226.190.0/24,1
1.239.94.0/24,1
89.1.184.0/24,1
220.84.161.0/24,1
118.53.15.0/24,1
79.150.22.0/24,1
91.179.27.0/24,1
176.97.67.0/24,1
27.20.38.0/24,1
109.187.110.0/24,1
89.64.153.0/24,1
66.91.120.0/24,1
80.147.3.0/24,1
147.75.232.0/24,1
126.249.137.0/24,1
73.104.171.0/24,1
69.143.120.0/24,1
177.87.134.0/24,1
119.50.8.0/24,1
216.113.106.0/24,1
180.42.7.0/24,1
13.56.179.0/24,1
104.94.0.0/24,1
24.208.2.0/24,1
74.104.180.0/24,1
104.79.219.0/24,1
39.83.178.0/24,1
104.230.209.0/24,1
187.207.25.0/24,1
175.169.3.0/24,1
189.144.161.0/24,1
200.124.10.0/24,1
211.110.38.0/24,1
184.15.252.0/24,1
42.61.16.0/24,1
218.161.85.0/24,1
189.186.55.0/24,1
81.107.196.0/24,1
14.106.246.0/24,1
221.215.77.0/24,1
218.51.225.0/24,1
180.113.234.0/24,1
27.9.23.0/24,1
89.117.121.0/24,1
201.8.74.0/24,1
14.79.179.0/24,1
118.218.193.0/24,1
73.116.254.0/24,1
82.26.64.0/24,1
149.86.185.0/24,1
125.107.46.0/24,1
143.92.148.0/24,1
123.254.151.0/24,1
34.94.245.0/24,1
27.141.238.0/24,1
189.71.105.0/24,1
211.7.71.0/24,1
88.55.202.0/24,1
14.84.244.0/24,1
180.182.108.0/24,1
213.60.252.0/24,1
91.97.220.0/24,1
220.70.7.0/24,1
112.187.33.0/24,1
175.241.162.0/24,1
106.184.129.0/24,1
73.24.240.0/24,1
154.27.140.0/24,1
78.22.69.0/24,1
103.117.179.0/24,1
60.108.24.0/24,1
91.19.54.0/24,1
172.65.51.0/24,1
190.26.143.0/24,1
14.60.24.0/24,1
175.193.118.0/24,1
77.183.161.0/24,1
176.57.65.0/24,1
79.208.223.0/24,1
121.21.108.0/24,1
192.181.58.0/24,1
27.203.109.0/24,1
74.132.186.0/24,1
125.40.231.0/24,1
94.202.110.0/24,1
124.65.84.0/24,1
220.122.98.0/24,1
96.230.198.0/24,1
192.30.82.0/24,1
68.207.118.0/24,1
189.226.33.0/24,1
111.20.218.0/24,1
73.130.97.0/24,1
201.254.155.0/24,1
23.224.8.0/24,1
69.141.96.0/24,1
67.170.206.0/24,1
76.127.224.0/24,1
116.15.51.0/24,1
139.180.35.0/24,1
14.64.91.0/24,1
60.109.133.0/24,1
98.234.217.0/24,1
99.231.88.0/24,1
180.64.232.0/24,1
75.176.179.0/24,1
184.59.61.0/24,1
86.14.29.0/24,1
172.247.15.0/24,1
211.252.7.0/24,1
118.48.129.0/24,1
70.232.64.0/24,1
210.245.83.0/24,1
175.142.216.0/24,1
64.253.20.0/24,1
133.15.23.0/24,1
2.16.190.0/24,1
14.53.166.0/24,1
24.20.165.0/24,1
75.81.3.0/24,1
101.128.173.0/24,1
210.142.95.0/24,1
103.169.114.0/24,1
50.3.4.0/24,1
24.21.74.0/24,1
81.164.139.0/24,1
2.144.231.0/24,1
71.38.71.0/24,1
84.203.82.0/24,1
78.55.163.0/24,1
186.98.20.0/24,1
47.150.190.0/24,1
1.253.214.0/24,1
94.135.165.0/24,1
121.169.207.0/24,1
67.248.225.0/24,1
121.148.245.0/24,1
119.194.14.0/24,1
14.68.202.0/24,1
115.7.18.0/24,1
50.223.58.0/24,1
75.166.147.0/24,1
67.189.10.0/24,1
171.40.140.0/24,1
116.90.62.0/24,1
92.19.125.0/24,1
211.61.39.0/24,1
213.29.58.0/24,1
121.242.160.0/24,1
67.58.226.0/24,1
210.6.182.0/24,1
179.67.216.0/24,1
84.194.160.0/24,1
75.65.162.0/24,1
125.43.180.0/24,1
24.0.154.0/24,1
23.63.161.0/24,1
189.162.232.0/24,1
84.31.57.0/24,1
70.176.214.0/24,1
81.165.155.0/24,1
59.2.2.0/24,1
68.171.42.0/24,1
36.11.161.0/24,1
27.32.81.0/24,1
77.32.118.0/24,1
79.173.87.0/24,1
220.119.55.0/24,1
73.27.248.0/24,1
177.119.49.0/24,1
122.156.115.0/24,1
121.182.30.0/24,1
64.150.249.0/24,1
188.16.117.0/24,1
32.208.82.0/24,1
98.230.32.0/24,1
101.27.50.0/24,1
96.91.209.0/24,1
121.164.70.0/24,1
164.39.223.0/24,1
37.78.123.0/24,1
183.122.253.0/24,1
121.6.17.0/24,1
178.248.87.0/24,1
92.192.182.0/24,1
174.49.161.0/24,1
23.192.204.0/24,1
62.109.20.0/24,1
42.192.136.0/24,1
94.194.47.0/24,1
59.34.11.0/24,1
106.55.97.0/24,1
185.124.138.0/24,1
119.223.243.0/24,1
109.17.234.0/24,1
169.239.82.0/24,1
87.152.94.0/24,1
185.147.237.0/24,1
59.3.203.0/24,1
112.187.90.0/24,1
92.46.189.0/24,1
45.152.249.0/24,1
39.114.170.0/24,1
218.37.42.0/24,1
187.169.4.0/24,1
75.138.94.0/24,1
172.73.163.0/24,1
73.69.207.0/24,1
35.208.11.0/24,1
184.14.78.0/24,1
68.105.27.0/24,1
45.23.34.0/24,1
108.157.28.0/24,1
123.20.37.0/24,1
107.161.238.0/24,1
185.130.59.0/24,1
70.127.127.0/24,1
73.253.139.0/24,1
112.8.81.0/24,1
71.186.161.0/24,1
124.13.167.0/24,1
115.77.152.0/24,1
71.12.221.0/24,1
17.171.49.0/24,1
43.133.11.0/24,1
173.18.192.0/24,1
98.47.152.0/24,1
104.140.197.0/24,1
76.93.115.0/24,1
38.25.241.0/24,1
49.212.90.0/24,1
60.116.128.0/24,1
51.194.24.0/24,1
181.65.8.0/24,1
103.242.69.0/24,1
76.191.22.0/24,1
65.9.161.0/24,1
79.9.198.0/24,1
180.139.202.0/24,1
141.198.2.0/24,1
180.174.223.0/24,1
98.113.119.0/24,1
95.251.225.0/24,1
174.51.133.0/24,1
178.1.101.0/24,1
137.74.127.0/24,1
222.160.250.0/24,1
81.104.120.0/24,1
124.221.229.0/24,1
175.228.109.0/24,1
97.123.84.0/24,1
75.70.32.0/24,1
190.74.165.0/24,1
197.204.156.0/24,1
34.76.78.0/24,1
194.226.97.0/24,1
210.179.9.0/24,1
73.139.62.0/24,1
73.76.133.0/24,1
88.72.31.0/24,1
23.51.150.0/24,1
58.47.199.0/24,1
72.39.59.0/24,1
79.0.7.0/24,1
82.20.131.0/24,1
119.165.171.0/24,1
120.0.152.0/24,1
179.35.28.0/24,1
98.116.115.0/24,1
114.139.9.0/24,1
187.233.62.0/24,1
167.172.141.0/24,1
70.94.37.0/24,1
189.34.106.0/24,1
83.35.45.0/24,1
38.238.155.0/24,1
95.242.38.0/24,1
71.53.153.0/24,1
73.28.91.0/24,1
74.135.175.0/24,1
47.50.168.0/24,1
67.243.165.0/24,1
75.188.168.0/24,1
207.183.183.0/24,1
114.104.125.0/24,1
82.30.188.0/24,1
206.12.67.0/24,1
2.222.201.0/24,1
3.33.244.0/24,1
218.150.224.0/24,1
98.51.202.0/24,1
91.248.89.0/24,1
104.122.35.0/24,1
43.128.11.0/24,1
113.93.108.0/24,1
27.73.125.0/24,1
118.60.33.0/24,1
58.78.50.0/24,1
119.146.95.0/24,1
88.70.152.0/24,1
118.38.93.0/24,1
91.73.225.0/24,1
124.51.57.0/24,1
47.229.237.0/24,1
79.223.34.0/24,1
41.141.67.0/24,1
84.106.213.0/24,1
137.194.225.0/24,1
200.85.125.0/24,1
115.224.255.0/24,1
61.78.138.0/24,1
117.131.10.0/24,1
213.45.92.0/24,1
76.111.47.0/24,1
93.144.104.0/24,1
173.222.235.0/24,1
77.200.253.0/24,1
81.96.72.0/24,1
174.87.80.0/24,1
179.231.31.0/24,1
73.215.224.0/24,1
153.184.72.0/24,1
103.19.8.0/24,1
2.203.84.0/24,1
174.64.18.0/24,1
76.106.229.0/24,1
49.160.248.0/24,1
2.218.95.0/24,1
207.230.109.0/24,1
49.25.150.0/24,1
174.27.210.0/24,1
211.205.119.0/24,1
92.94.54.0/24,1
78.119.101.0/24,1
104.164.126.0/24,1
77.207.89.0/24,1
172.72.111.0/24,1
93.237.56.0/24,1
1.70.243.0/24,2
58.234.101.0/24,1
106.15.89.0/24,1
123.4.25.0/24,1
39.105.147.0/24,1
156.237.144.0/24,1
36.68.136.0/24,1
68.55.142.0/24,1
187.204.93.0/24,1
74.141.169.0/24,1
78.212.250.0/24,1
207.255.205.0/24,1
82.40.169.0/24,1
79.40.119.0/24,1
96.36.250.0/24,1
72.35.101.0/24,1
106.125.255.0/24,1
67.227.203.0/24,1
92.78.58.0/24,1
202.52.237.0/24,1
73.151.248.0/24,1
76.86.201.0/24,1
154.235.211.0/24,1
95.122.49.0/24,1
203.106.236.0/24,1
71.168.178.0/24,1
45.63.19.0/24,1
67.220.16.0/24,1
95.103.187.0/24,1
35.224.107.0/24,1
108.34.203.0/24,1
84.2.252.0/24,1
183.202.114.0/24,1
179.24.180.0/24,1
176.29.65.0/24,1
210.105.148.0/24,1
72.52.25.0/24,1
107.3.21.0/24,1
94.50.34.0/24,1
104.206.12.0/24,1
183.125.62.0/24,1
73.27.154.0/24,1
77.40.79.0/24,1
95.169.24.0/24,1
92.91.20.0/24,1
42.3.81.0/24,1
49.128.184.0/24,1
218.31.1.0/24,1
120.142.202.0/24,1
175.142.93.0/24,1
74.131.114.0/24,1
71.229.102.0/24,1
125.243.145.0/24,1
90.201.40.0/24,1
172.252.231.0/24,1
70.104.138.0/24,1
72.128.192.0/24,1
74.74.218.0/24,1
96.47.132.0/24,1
188.105.167.0/24,1
60.144.116.0/24,1
207.194.211.0/24,1
24.194.170.0/24,1
162.159.20.0/24,1
221.153.126.0/24,1
49.232.127.0/24,1
92.34.161.0/24,1
85.245.171.0/24,1
60.51.229.0/24,1
14.77.172.0/24,1
126.219.165.0/24,1
23.54.65.0/24,1
148.101.106.0/24,1
80.192.42.0/24,1
58.122.148.0/24,1
126.94.189.0/24,1
64.85.244.0/24,1
190.226.8.0/24,1
179.160.60.0/24,1
49.243.86.0/24,1
178.10.222.0/24,1
157.82.9.0/24,1
65.36.16.0/24,1
24.5.112.0/24,1
223.7.204.0/24,1
24.150.93.0/24,1
187.54.25.0/24,1
222.232.47.0/24,1
80.237.212.0/24,1
78.18.119.0/24,1
67.63.111.0/24,1
98.224.155.0/24,1
104.69.94.0/24,1
68.226.70.0/24,1
221.7.147.0/24,1
201.192.139.0/24,1
182.229.41.0/24,1
119.214.104.0/24,1
90.209.89.0/24,1
24.10.236.0/24,1
172.92.112.0/24,1
18.160.53.0/24,1
91.178.36.0/24,1
92.122.48.0/24,1
73.220.246.0/24,1
167.131.193.0/24,1
112.167.158.0/24,1
52.219.66.0/24,1
119.155.63.0/24,1
193.153.46.0/24,1
66.75.9.0/24,1
73.0.55.0/24,1
79.119.149.0/24,1
77.26.222.0/24,1
168.195.161.0/24,1
66.239.2.0/24,1
61.36.58.0/24,1
201.103.220.0/24,1
27.79.6.0/24,1
68.225.122.0/24,1
209.190.119.0/24,1
1.24.183.0/24,1
181.165.252.0/24,1
185.77.144.0/24,1
208.105.223.0/24,1
71.112.161.0/24,1
99.255.105.0/24,1
181.171.232.0/24,1
23.198.140.0/24,1
124.169.57.0/24,1
183.119.12.0/24,1
175.195.177.0/24,1
73.152.60.0/24,1
97.81.72.0/24,1
35.241.18.0/24,1
180.118.93.0/24,1
217.63.49.0/24,1
5.69.72.0/24,1
176.111.90.0/24,1
71.87.172.0/24,1
183.233.43.0/24,1
99.239.4.0/24,1
142.247.230.0/24,1
45.151.225.0/24,1
70.20.27.0/24,1
96.21.142.0/24,1
95.102.107.0/24,1
83.80.240.0/24,1
79.24.18.0/24,1
24.51.68.0/24,1
101.201.54.0/24,1
83.35.183.0/24,1
116.8.52.0/24,1
2.83.132.0/24,1
194.166.121.0/24,1
94.209.129.0/24,1
110.40.190.0/24,1
73.182.229.0/24,1
49.236.195.0/24,1
181.219.26.0/24,1
24.207.229.0/24,1
88.6.209.0/24,1
201.40.136.0/24,1
18.238.6.0/24,1
94.194.166.0/24,1
181.53.78.0/24,1
207.204.245.0/24,1
104.71.236.0/24,1
14.94.43.0/24,1
105.104.171.0/24,1
148.69.243.0/24,1
121.165.57.0/24,1
177.106.122.0/24,1
188.237.45.0/24,1
104.111.202.0/24,1
96.241.164.0/24,1
162.144.183.0/24,1
178.254.102.0/24,1
27.114.170.0/24,1
84.118.198.0/24,1
171.242.126.0/24,1
173.32.30.0/24,1
49.168.9.0/24,1
109.190.158.0/24,1
208.105.42.0/24,1
170.84.129.0/24,1
79.154.254.0/24,1
1.243.177.0/24,1
195.242.64.0/24,1
58.227.56.0/24,1
121.130.204.0/24,1
49.173.245.0/24,1
112.238.35.0/24,1
90.194.214.0/24,1
88.19.72.0/24,1
37.10.70.0/24,1
86.4.2.0/24,1
49.44.197.0/24,1
75.128.134.0/24,1
185.193.167.0/24,1
43.143.186.0/24,1
59.50.151.0/24,1
125.240.22.0/24,1
184.102.179.0/24,1
216.218.151.0/24,1
121.148.79.0/24,1
177.136.51.0/24,1
152.228.164.0/24,1
211.203.220.0/24,1
79.8.86.0/24,1
93.112.17.0/24,1
87.92.53.0/24,1
24.56.14.0/24,1
189.167.19.0/24,1
79.236.214.0/24,1
123.16.57.0/24,1
92.202.48.0/24,1
79.155.234.0/24,1
2.237.198.0/24,1
34.128.133.0/24,1
87.21.34.0/24,1
173.95.117.0/24,1
212.24.104.0/24,1
125.208.86.0/24,1
